imdb_rate,tomatoe_rate,imdb_votes_count,imdb_votes,popularity,movie_rate
5.4,5.1,15,5.4,0.44645799999999997,4.0866145000000005
3.5,2.2,125,4.5,0.688697,2.7221742499999997
4.2,2.0,1042,7.1,4.143585,4.36089625
4.9,1.7,94,5.2,0.58425,3.0960625000000004
5.3,1.9,67,5.5,0.515401,3.30385025
5.5,0.9,121,5.2,1.466453,3.2666132500000002
4.7,1.1,86,4.9,0.566856,2.8167139999999997
5.4,2.9,26,4.0,0.20435599999999998,3.1260890000000003
3.8,1.4,144,4.5,0.885215,2.64630375
4.4,0.3,84,5.1,0.529881,2.58247025
5.3,1.5,19,5.2,0.27169699999999997,3.06792425
4.2,0.6,162,4.5,0.491648,2.447912
6.2,2.9,23,6.4,0.13802999999999999,3.9095075
4.7,2.4,35,4.8,0.36817,3.0670424999999994
4.3,1.7,60,3.8,0.533347,2.58333675
4.8,1.6,18,4.5,0.219829,2.77995725
3.5,1.8,40,4.8,0.394271,2.62356775
3.4,0.5,134,6.8,0.49950600000000006,2.7998765
9.0,9.4,8432,8.1,8.466667999999999,8.741667
8.7,9.6,1798,8.0,2.659926,7.2399815
8.3,9.7,1592,7.7,2.2020869999999997,6.9755217499999995
8.6,7.8,2299,8.0,2.719461,6.779865249999999
8.2,8.4,4914,7.3,5.400826,7.3252065
8.1,8.5,2932,7.6,6.174132,7.593533000000001
7.6,9.0,2165,7.1,2.041804,6.4354510000000005
8.0,8.4,2346,7.5,4.535598,7.1088995
7.6,9.6,1084,7.0,2.100704,6.575176000000001
7.6,9.6,98,7.0,0.311288,6.127822000000001
7.6,9.3,773,6.8,1.531633,6.3079082500000005
8.0,8.6,426,7.5,2.22723,6.5818075
7.8,9.0,501,7.5,1.295204,6.398801000000001
7.5,8.5,1910,7.4,3.4723580000000003,6.7180895
7.7,8.9,334,7.0,0.577802,6.0444505
7.4,9.1,751,6.6,0.598075,5.924518750000001
7.0,9.2,1403,6.5,1.832955,6.133238749999999
7.6,9.6,273,7.1,0.5677760000000001,6.216943999999999
7.7,8.7,406,7.0,0.9460559999999999,6.086513999999999
7.0,8.1,1527,6.6,2.0267169999999997,5.93167925
7.2,8.8,314,7.1,0.71023,5.9525575
7.2,9.3,194,7.1,0.616772,6.054193
7.2,8.5,551,6.8,1.1421709999999998,5.91054275
7.2,8.8,1385,6.5,1.499109,5.99977725
7.1,9.3,1399,6.0,1.06549,5.8663725
7.5,7.5,345,7.3,1.079441,5.84486025
7.1,8.8,353,6.6,0.9196350000000001,5.85490875
7.2,7.2,1190,6.6,1.540322,5.6350805
7.2,9.6,163,6.4,1.4125159999999999,6.153129
7.0,9.7,663,6.3,1.525559,6.13138975
7.2,8.7,129,6.9,0.802896,5.900724
7.8,9.5,145,7.2,0.43785,6.2344625
7.4,8.7,119,6.3,0.467297,5.716824249999999
7.2,8.2,237,6.6,1.28293,5.8207325
7.4,9.0,162,7.2,0.5415,6.035375
7.1,8.0,432,6.7,1.855981,5.913995249999999
7.3,7.4,246,6.7,1.36053,5.690132500000001
6.8,9.2,164,6.3,0.699455,5.74986375
7.3,4.7,484,6.8,1.309466,5.0273665
6.8,7.9,558,6.2,0.8651049999999999,5.4412762500000005
6.9,8.4,245,6.3,0.991867,5.64796675
7.0,7.2,529,6.5,1.20464,5.47616
7.4,9.5,23,5.6,0.189141,5.67228525
7.1,9.6,102,7.0,0.266117,5.991529250000001
6.6,8.5,309,6.0,1.496493,5.649123250000001
6.9,4.7,1506,6.5,1.624483,4.931120750000001
7.1,8.9,61,6.9,0.471747,5.84293675
7.4,9.0,112,7.5,0.471393,6.092848249999999
6.5,9.3,714,6.0,1.8070400000000002,5.90176
7.4,5.1,570,6.8,1.078211,5.094552749999999
7.4,8.7,61,6.5,0.19269,5.6981725
7.0,9.0,57,6.3,0.37349699999999997,5.66837425
6.7,5.9,580,6.1,1.9602169999999999,5.16505425
